START	Gene_ID
6205307	Pcer_023850-RA
6207828	Pcer_023851-RA
6221990	Pcer_023852-RA
6223834	Pcer_023853-RA
6230489	Pcer_023854-RA
6231620	Pcer_023855-RA
6237741	Pcer_023856-RA
6241447	Pcer_023857-RA
6254598	Pcer_023858-RA
6257796	Pcer_023859-RA
6264498	Pcer_023860-RA
6275525	Pcer_023861-RA
6287346	Pcer_023862-RA
6293653	Pcer_023863-RA
6294335	Pcer_023864-RA
6299061	Pcer_023865-RA
6305554	Pcer_023866-RA
6315005	Pcer_023867-RA
6322340	Pcer_023868-RA
6325836	Pcer_023869-RA
6328035	Pcer_023870-RA
6338651	Pcer_023871-RA
6346334	Pcer_023872-RA
6347524	Pcer_023873-RA
6348425	Pcer_023874-RA
6354437	Pcer_023875-RA
6355116	Pcer_023876-RA
6364130	Pcer_023877-RA
6373818	Pcer_023878-RA
6378292	Pcer_023879-RA
6383360	Pcer_023880-RA
6385830	Pcer_023881-RA
6392155	Pcer_023882-RA
6406779	Pcer_023883-RA
6413647	Pcer_023884-RA
6419985	Pcer_023885-RA
6440644	Pcer_023886-RA
6444229	Pcer_023887-RA
6453816	Pcer_023888-RA
6463444	Pcer_023889-RA
6474380	Pcer_023890-RA
6483796	Pcer_023891-RA
6487800	Pcer_023892-RA
6489423	Pcer_023893-RA
6492918	Pcer_023894-RA
6515604	Pcer_023895-RA
6527707	Pcer_023896-RA
6532295	Pcer_023897-RA
6537952	Pcer_023898-RA
6549144	Pcer_023899-RA
6551243	Pcer_023900-RA
6562283	Pcer_023901-RA
6575649	Pcer_023902-RA
6578113	Pcer_023903-RA
6589265	Pcer_023904-RA
6590545	Pcer_023905-RA
6614136	Pcer_023906-RA
6620553	Pcer_023907-RA
6621646	Pcer_023908-RA
6625381	Pcer_023909-RA
6633135	Pcer_023910-RA
6633631	Pcer_023911-RA
6660846	Pcer_023912-RA
6681972	Pcer_023913-RA
6698092	Pcer_023914-RA
6710413	Pcer_023915-RA
6714134	Pcer_023916-RA
6720425	Pcer_023917-RA
6728590	Pcer_023918-RA
6758205	Pcer_023919-RA
6766186	Pcer_023920-RA
6770448	Pcer_023921-RA
6775736	Pcer_023922-RA
6779011	Pcer_023923-RA
6786135	Pcer_023924-RA
6787630	Pcer_023925-RA
6791714	Pcer_023926-RA
6794408	Pcer_023927-RA
6798246	Pcer_023928-RA
6807870	Pcer_023929-RA
6815418	Pcer_023930-RA
6828226	Pcer_023931-RA
6829821	Pcer_023932-RA
6832239	Pcer_023933-RA
6835746	Pcer_023934-RA
6840516	Pcer_023935-RA
6844610	Pcer_023936-RA
6863398	Pcer_023937-RA
6866381	Pcer_023938-RA
6873889	Pcer_023939-RA
6886791	Pcer_023940-RA
6904625	Pcer_023941-RA
6904868	Pcer_023942-RA
6910930	Pcer_023943-RA
6916093	Pcer_023944-RA
6922967	Pcer_023945-RA
6930215	Pcer_023946-RA
6935072	Pcer_023947-RA
6938284	Pcer_023948-RA
6968993	Pcer_023949-RA
6976946	Pcer_023950-RA
6994287	Pcer_023951-RA
6996549	Pcer_023952-RA
7003230	Pcer_023953-RA
7005223	Pcer_023954-RA
7013114	Pcer_023955-RA
7015034	Pcer_023956-RA
7017967	Pcer_023957-RA
7022319	Pcer_023958-RA
7031967	Pcer_023959-RA
7033665	Pcer_023960-RA
7041582	Pcer_023961-RA
7042157	Pcer_023962-RA
7045329	Pcer_023963-RA
7050243	Pcer_023964-RA
7052937	Pcer_023965-RA
7058251	Pcer_023966-RA
7069589	Pcer_023967-RA
7092066	Pcer_023968-RA
7127790	Pcer_023969-RA
7128828	Pcer_023970-RA
7132532	Pcer_023971-RA
7138106	Pcer_023972-RA
7142306	Pcer_023973-RA
7174494	Pcer_023974-RA
7177410	Pcer_023975-RA
7180982	Pcer_023976-RA
7181760	Pcer_023977-RA
7186936	Pcer_023978-RA
7193734	Pcer_023979-RA
7203144	Pcer_023980-RA
7219115	Pcer_023981-RA
7224981	Pcer_023982-RA
7226794	Pcer_023983-RA
7230001	Pcer_023984-RA
7234051	Pcer_023985-RA
7274261	Pcer_023986-RA
7287580	Pcer_023987-RA
7301097	Pcer_023988-RA
7309416	Pcer_023989-RA
7317031	Pcer_023990-RA
7324557	Pcer_023991-RA
7328189	Pcer_023992-RA
7334871	Pcer_023993-RA
7345097	Pcer_023994-RA
7351661	Pcer_023995-RA
7364570	Pcer_023996-RA
7428298	Pcer_023997-RA
7432835	Pcer_023998-RA
7434541	Pcer_023999-RA
7437707	Pcer_024000-RA
7448188	Pcer_024001-RA
7461952	Pcer_024002-RA
7472308	Pcer_024003-RA
7474516	Pcer_024004-RA
7487486	Pcer_024005-RA
7495485	Pcer_024006-RA
7498110	Pcer_024007-RA
7502810	Pcer_024008-RA
7513099	Pcer_024009-RA
7521413	Pcer_024010-RA
7524168	Pcer_024011-RA
7529585	Pcer_024012-RA
7530680	Pcer_024013-RA
7532633	Pcer_024014-RA
7545814	Pcer_024015-RA
7556018	Pcer_024016-RA
7568733	Pcer_024017-RA
7596252	Pcer_024018-RA
7611905	Pcer_024019-RA
7615180	Pcer_024020-RA
7619197	Pcer_024021-RA
7633521	Pcer_024022-RA
7639431	Pcer_024023-RA
7653223	Pcer_024024-RA
7659289	Pcer_024025-RA
7661828	Pcer_024026-RA
7671465	Pcer_024027-RA
7673481	Pcer_024028-RA
7676740	Pcer_024029-RA
7679704	Pcer_024030-RA
7682477	Pcer_024031-RA
7686904	Pcer_024032-RA
7690410	Pcer_024033-RA
7708938	Pcer_024034-RA
7712535	Pcer_024035-RA
7722461	Pcer_024036-RA
7740665	Pcer_024037-RA
7746857	Pcer_024038-RA
7747322	Pcer_024039-RA
7766782	Pcer_024040-RA
7770030	Pcer_024041-RA
7774575	Pcer_024042-RA
7781086	Pcer_024043-RA
7782938	Pcer_024044-RA
7788123	Pcer_024045-RA
7789998	Pcer_024046-RA
7796872	Pcer_024047-RA
7799091	Pcer_024048-RA
7810253	Pcer_024049-RA
7815995	Pcer_024050-RA
7820801	Pcer_024051-RA
7827230	Pcer_024052-RA
7836416	Pcer_024053-RA
7840862	Pcer_024054-RA
7849132	Pcer_024055-RA
7858911	Pcer_024056-RA
7869078	Pcer_024057-RA
7874862	Pcer_024058-RA
7882446	Pcer_024059-RA
7889120	Pcer_024060-RA
7893637	Pcer_024061-RA
7896099	Pcer_024062-RA
7900573	Pcer_024063-RA
7908394	Pcer_024064-RA
7913342	Pcer_024065-RA
7918341	Pcer_024066-RA
7953718	Pcer_024067-RA
7998222	Pcer_024068-RA
8010644	Pcer_024069-RA
8025014	Pcer_024070-RA
8029842	Pcer_024071-RA
8052983	Pcer_024072-RA
8067461	Pcer_024073-RA
8073388	Pcer_024074-RA
8079377	Pcer_024075-RA
8082782	Pcer_024076-RA
8100500	Pcer_024077-RA
8107847	Pcer_024078-RA
8136582	Pcer_024079-RA
8146300	Pcer_024080-RA
8152819	Pcer_024081-RA
8159369	Pcer_024082-RA
8167576	Pcer_024083-RA
8168191	Pcer_024084-RA
8171993	Pcer_024085-RA
8190098	Pcer_024086-RA
8193974	Pcer_024087-RA
8199381	Pcer_024088-RA
8204312	Pcer_024089-RA
8210971	Pcer_024090-RA
8220778	Pcer_024091-RA
8225349	Pcer_024092-RA
8251263	Pcer_024093-RA
8258100	Pcer_024094-RA
8262185	Pcer_024095-RA
8266258	Pcer_024096-RA
8290933	Pcer_024097-RA
8320666	Pcer_024098-RA
8334265	Pcer_024099-RA
8337598	Pcer_024100-RA
8340027	Pcer_024101-RA
8360240	Pcer_024102-RA
8365152	Pcer_024103-RA
8371028	Pcer_024104-RA
8373086	Pcer_024105-RA
8376545	Pcer_024106-RA
8387596	Pcer_024107-RA
8394427	Pcer_024108-RA
8398748	Pcer_024109-RA
8406442	Pcer_024110-RA
8410984	Pcer_024111-RA
8421044	Pcer_024112-RA
8428640	Pcer_024113-RA
8435166	Pcer_024114-RA
8445756	Pcer_024115-RA
8460147	Pcer_024116-RA
8464312	Pcer_024117-RA
8484610	Pcer_024118-RA
8497203	Pcer_024119-RA
8504671	Pcer_024120-RA
8510090	Pcer_024121-RA
8521208	Pcer_024122-RA
8525139	Pcer_024123-RA
8530377	Pcer_024124-RA
8534790	Pcer_024125-RA
8545356	Pcer_024126-RA
8552176	Pcer_024127-RA
8570824	Pcer_024128-RA
8604204	Pcer_024129-RA
8641798	Pcer_024130-RA
8676982	Pcer_024131-RA
8686660	Pcer_024132-RA
8701741	Pcer_024133-RA
8723675	Pcer_024134-RA
8724171	Pcer_024135-RA
8727907	Pcer_024136-RA
8745628	Pcer_024137-RA
8757947	Pcer_024138-RA
8779631	Pcer_024139-RA
8790514	Pcer_024140-RA
8795513	Pcer_024141-RA
8807951	Pcer_024142-RA
8815891	Pcer_024143-RA
8818750	Pcer_024144-RA
8821313	Pcer_024145-RA
8824664	Pcer_024146-RA
8828237	Pcer_024147-RA
8835153	Pcer_024148-RA
8841631	Pcer_024149-RA
8851437	Pcer_024150-RA
8851868	Pcer_024151-RA
8851868	Pcer_097255-RA
8857627	Pcer_097256-RA
8860783	Pcer_097257-RA
8869236	Pcer_024154-RA
8874218	Pcer_024155-RA
8877448	Pcer_097258-RA
8879298	Pcer_097259-RA
8888839	Pcer_097260-RA
8892623	Pcer_097261-RA
8900730	Pcer_024159-RA
8914064	Pcer_024160-RA
8916974	Pcer_097262-RA
8923361	Pcer_024162-RA
8931416	Pcer_097264-RA
8931416	Pcer_097264-RA
8968932	Pcer_024164-RA
8980284	Pcer_097265-RA
8987408	Pcer_024165-RA
9007732	Pcer_097266-RA
9022145	Pcer_024166-RA
9030462	Pcer_097267-RA
9036771	Pcer_024168-RA
9044612	Pcer_024169-RA
9048162	Pcer_097268-RA
9056240	Pcer_024171-RA
9059742	Pcer_097269-RA
9064133	Pcer_024173-RA
9068148	Pcer_024174-RA
9070829	Pcer_024175-RA
9076234	Pcer_097270-RA
9079953	Pcer_024177-RA
9091907	Pcer_097271-RA
9121973	Pcer_024179-RA
9136845	Pcer_097272-RA
9143321	Pcer_097273-RA
9149863	Pcer_024181-RA
9153260	Pcer_024182-RA
9157465	Pcer_024183-RA
9165842	Pcer_097274-RA
9170089	Pcer_024185-RA
9170364	Pcer_024186-RA
9175708	Pcer_024187-RA
9191709	Pcer_024188-RA
9196675	Pcer_024189-RA
9204438	Pcer_024190-RA
9208538	Pcer_024191-RA
9210037	Pcer_024192-RA
9218320	Pcer_024193-RA
9221381	Pcer_024194-RA
9223839	Pcer_024195-RA
9225348	Pcer_024196-RA
9233650	Pcer_097275-RA
9238480	Pcer_024198-RA
9251866	Pcer_024199-RA
9277122	Pcer_024200-RA
9277122	Pcer_097276-RA
9284270	Pcer_024201-RA
9290589	Pcer_024202-RA
9291385	Pcer_024203-RA
9295475	Pcer_024204-RA
9325001	Pcer_024205-RA
9341510	Pcer_024206-RA
9343571	Pcer_097277-RA
9358595	Pcer_097278-RA
9366799	Pcer_024209-RA
9369944	Pcer_097279-RA
9375914	Pcer_097280-RA
9396712	Pcer_024211-RA
9407867	Pcer_024212-RA
9411485	Pcer_024213-RA
9420545	Pcer_024214-RA
9433565	Pcer_024215-RA
9449642	Pcer_024216-RA
9464468	Pcer_024217-RA
9472955	Pcer_024218-RA
9475401	Pcer_024219-RA
9477480	Pcer_024220-RA
9482916	Pcer_024221-RA
9491560	Pcer_024222-RA
9509389	Pcer_097281-RA
9515168	Pcer_024223-RA
9544368	Pcer_097282-RA
9561971	Pcer_024225-RA
9566533	Pcer_024226-RA
9568771	Pcer_024227-RA
9568834	Pcer_097283-RA
9572110	Pcer_097284-RA
9574330	Pcer_024228-RA
9586688	Pcer_024229-RA
9589506	Pcer_024230-RA
9593649	Pcer_024231-RA
9602044	Pcer_024232-RA
9609236	Pcer_097285-RA
9616173	Pcer_024234-RA
9627032	Pcer_024235-RA
9636474	Pcer_024236-RA
9652635	Pcer_024237-RA
9656085	Pcer_097286-RA
9675151	Pcer_024239-RA
9679091	Pcer_097287-RA
9684524	Pcer_024241-RA
9689662	Pcer_024242-RA
9694547	Pcer_024243-RA
9700823	Pcer_024244-RA
9722280	Pcer_024245-RA
9731130	Pcer_097288-RA
9733777	Pcer_024246-RA
9741279	Pcer_024247-RA
9745620	Pcer_024248-RA
9750241	Pcer_024249-RA
9753732	Pcer_024250-RA
9759406	Pcer_024251-RA
9766190	Pcer_024252-RA
9770706	Pcer_097289-RA
9774428	Pcer_024254-RA
9782370	Pcer_024255-RA
9792637	Pcer_024256-RA
9802178	Pcer_097290-RA
9806759	Pcer_024257-RA
9809892	Pcer_097291-RA
9829781	Pcer_024261-RA
9834191	Pcer_024262-RA
9837084	Pcer_024263-RA
9848405	Pcer_097292-RA
9859632	Pcer_024264-RA
9884435	Pcer_024265-RA
9889410	Pcer_024266-RA
9890047	Pcer_024267-RA
9897913	Pcer_024268-RA
9901171	Pcer_024269-RA
9904760	Pcer_097293-RA
9905893	Pcer_097294-RA
9911564	Pcer_097295-RA
9930500	Pcer_024271-RA
9941189	Pcer_024272-RA
9943113	Pcer_024273-RA
9957516	Pcer_024274-RA
9958886	Pcer_024275-RA
9961799	Pcer_024276-RA
9972745	Pcer_024277-RA
9980031	Pcer_024278-RA
9991676	Pcer_024279-RA
9999418	Pcer_024280-RA
10006478	Pcer_097296-RA
10008703	Pcer_097297-RA
10026388	Pcer_024282-RA
10030005	Pcer_024283-RA
10039136	Pcer_024284-RA
10041092	Pcer_024285-RA
10045854	Pcer_024286-RA
10047300	Pcer_024287-RA
10057378	Pcer_024288-RA
10059121	Pcer_024289-RA
10062533	Pcer_024290-RA
10063950	Pcer_024291-RA
10069122	Pcer_024292-RA
10071371	Pcer_024293-RA
10076382	Pcer_024294-RA
10086762	Pcer_024295-RA
10089963	Pcer_024296-RA
10092559	Pcer_024297-RA
10100963	Pcer_024298-RA
10106773	Pcer_097298-RA
10112547	Pcer_024299-RA
10113006	Pcer_024300-RA
10116976	Pcer_097299-RA
10122119	Pcer_024302-RA
10127355	Pcer_097300-RA
10131237	Pcer_097301-RA
10133000	Pcer_024304-RA
10134537	Pcer_024305-RA
10135790	Pcer_024306-RA
10139149	Pcer_024307-RA
10142120	Pcer_097302-RA
10142943	Pcer_097303-RA
10161312	Pcer_024309-RA
10168423	Pcer_097557-RA
10184485	Pcer_024312-RA
10192415	Pcer_024313-RA
10195317	Pcer_024314-RA
10212745	Pcer_097304-RA
10225767	Pcer_024316-RA
10233254	Pcer_097305-RA
10236293	Pcer_097306-RA
10243428	Pcer_024319-RA
10250993	Pcer_024320-RA
10259524	Pcer_097307-RA
10262060	Pcer_024322-RA
10268031	Pcer_024323-RA
10276629	Pcer_024324-RA
10298017	Pcer_024325-RA
10302849	Pcer_024326-RA
10305283	Pcer_024327-RA
10311471	Pcer_024328-RA
10314767	Pcer_097308-RA
10316803	Pcer_024329-RA
10328834	Pcer_024330-RA
10332422	Pcer_024331-RA
10349816	Pcer_024332-RA
10356676	Pcer_097309-RA
10362061	Pcer_024333-RA
10363063	Pcer_024334-RA
10371688	Pcer_024335-RA
10381774	Pcer_097310-RA
10387203	Pcer_024336-RA
10399267	Pcer_024337-RA
10415107	Pcer_024338-RA
10418316	Pcer_024339-RA
10424454	Pcer_024340-RA
10426110	Pcer_097311-RA
10436011	Pcer_024342-RA
10437717	Pcer_097312-RA
10446789	Pcer_024344-RA
10450221	Pcer_097313-RA
10456260	Pcer_097314-RA
10474037	Pcer_097315-RA
10475412	Pcer_097316-RA
10478079	Pcer_024347-RA
10479648	Pcer_024348-RA
10487206	Pcer_024349-RA
10490967	Pcer_097317-RA
10497498	Pcer_097319-RA
10497498	Pcer_097319-RA
10511190	Pcer_097320-RA
10512803	Pcer_097321-RA
10515997	Pcer_097322-RA
10519809	Pcer_097323-RA
10521557	Pcer_097324-RA
10530403	Pcer_097325-RA
10553179	Pcer_097326-RA
10553873	Pcer_097327-RA
10559120	Pcer_024351-RA
10565446	Pcer_024352-RA
10573433	Pcer_024353-RA
10580123	Pcer_097328-RA
10584624	Pcer_097329-RA
10589978	Pcer_024356-RA
10592832	Pcer_097330-RA
10598455	Pcer_024358-RA
10601811	Pcer_024359-RA
10607500	Pcer_024360-RA
10611962	Pcer_097331-RA
10617417	Pcer_097332-RA
10627068	Pcer_097333-RA
10631820	Pcer_024363-RA
10636447	Pcer_024364-RA
10640589	Pcer_097334-RA
10651585	Pcer_097335-RA
10653288	Pcer_097336-RA
10655581	Pcer_097337-RA
10657689	Pcer_097338-RA
10666901	Pcer_097339-RA
10672321	Pcer_024369-RA
10676667	Pcer_024370-RA
10684324	Pcer_024371-RA
10685827	Pcer_024372-RA
10700497	Pcer_097340-RA
10725528	Pcer_024374-RA
10736137	Pcer_097341-RA
10741156	Pcer_024375-RA
10746041	Pcer_024376-RA
10753984	Pcer_024377-RA
10755841	Pcer_097342-RA
10757202	Pcer_024378-RA
10761346	Pcer_097343-RA
10761346	Pcer_097344-RA
10765729	Pcer_097345-RA
10769373	Pcer_097346-RA
10780933	Pcer_097347-RA
10787407	Pcer_097348-RA
10791608	Pcer_024382-RA
10795327	Pcer_024383-RA
10797356	Pcer_024384-RA
10802144	Pcer_024385-RA
10827876	Pcer_024386-RA
10829324	Pcer_024387-RA
10834124	Pcer_024388-RA
10835638	Pcer_024389-RA
10838830	Pcer_024390-RA
10840247	Pcer_024391-RA
10845204	Pcer_024392-RA
10850123	Pcer_024393-RA
10866432	Pcer_024394-RA
10868825	Pcer_024395-RA
10876101	Pcer_097349-RA
10893261	Pcer_024398-RA
10898662	Pcer_097350-RA
10913033	Pcer_024400-RA
10917114	Pcer_024401-RA
10924100	Pcer_024402-RA
10928038	Pcer_024403-RA
10946575	Pcer_097351-RA
10954732	Pcer_097352-RA
10956760	Pcer_024404-RA
10972061	Pcer_024405-RA
10976769	Pcer_024406-RA
10980603	Pcer_097558-RA
10988827	Pcer_024409-RA
10995502	Pcer_024410-RA
10997439	Pcer_097353-RA
11000928	Pcer_024412-RA
11011230	Pcer_024413-RA
11013213	Pcer_024414-RA
11035119	Pcer_097354-RA
11043067	Pcer_024416-RA
11051489	Pcer_024417-RA
11053857	Pcer_024418-RA
11056608	Pcer_024419-RA
11060701	Pcer_024420-RA
11065640	Pcer_024421-RA
11079067	Pcer_024422-RA
11083774	Pcer_024423-RA
11089732	Pcer_024424-RA
11098561	Pcer_024425-RA
11102994	Pcer_024426-RA
11104538	Pcer_024427-RA
11107449	Pcer_024428-RA
11115501	Pcer_024429-RA
11126796	Pcer_024430-RA
11128471	Pcer_024431-RA
11137596	Pcer_097355-RA
11140893	Pcer_024432-RA
11150956	Pcer_024433-RA
11170301	Pcer_024434-RA
11185918	Pcer_097356-RA
11193243	Pcer_024435-RA
11196338	Pcer_097357-RA
11205848	Pcer_024436-RA
11209033	Pcer_024437-RA
11212227	Pcer_097358-RA
11217690	Pcer_024439-RA
11221076	Pcer_097359-RA
11223115	Pcer_097360-RA
11227810	Pcer_024441-RA
11234000	Pcer_024442-RA
11236106	Pcer_024443-RA
11241492	Pcer_024444-RA
11242794	Pcer_024445-RA
11292774	Pcer_024446-RA
11302863	Pcer_024447-RA
11311148	Pcer_024448-RA
11318911	Pcer_024449-RA
11327399	Pcer_097361-RA
11331956	Pcer_024451-RA
11335961	Pcer_024452-RA
11344125	Pcer_097362-RA
11364078	Pcer_097363-RA
11366345	Pcer_097364-RA
11368461	Pcer_097365-RA
11375761	Pcer_097366-RA
11394436	Pcer_024456-RA
11399698	Pcer_024457-RA
11438369	Pcer_097367-RA
11438369	Pcer_097367-RB
11448510	Pcer_097368-RA
11461190	Pcer_097369-RA
11465531	Pcer_097370-RA
11468775	Pcer_024460-RA
11475644	Pcer_024461-RA
11483509	Pcer_097371-RA
11487479	Pcer_097372-RA
11504608	Pcer_024463-RA
11509746	Pcer_097373-RA
11521102	Pcer_024465-RA
11529059	Pcer_097374-RA
11533556	Pcer_097375-RA
11537556	Pcer_097376-RA
11540908	Pcer_097377-RA
11569756	Pcer_024469-RA
11571559	Pcer_097378-RA
11574184	Pcer_097379-RA
11581040	Pcer_097380-RA
11590587	Pcer_024471-RA
11603979	Pcer_024472-RA
11607116	Pcer_024473-RA
11611789	Pcer_024474-RA
11615531	Pcer_097381-RA
11630554	Pcer_097382-RA
11634520	Pcer_097383-RA
11635579	Pcer_097384-RA
11654471	Pcer_097385-RA
11660350	Pcer_024476-RA
11661856	Pcer_097386-RA
11665426	Pcer_024478-RA
11671218	Pcer_024479-RA
11677259	Pcer_024480-RA
11685336	Pcer_024481-RA
11690826	Pcer_024482-RA
11692111	Pcer_024483-RA
11698519	Pcer_097387-RA
11712199	Pcer_097388-RA
11722162	Pcer_024485-RA
11730630	Pcer_024486-RA
11740569	Pcer_024487-RA
11742270	Pcer_024488-RA
11744729	Pcer_024489-RA
11748896	Pcer_097389-RA
11753751	Pcer_024490-RA
11768525	Pcer_024491-RA
11772057	Pcer_024492-RA
11774722	Pcer_024493-RA
11777775	Pcer_024494-RA
11780959	Pcer_024495-RA
11792915	Pcer_024496-RA
11795178	Pcer_024497-RA
11797704	Pcer_024498-RA
11802554	Pcer_024499-RA
11813721	Pcer_097390-RA
11813911	Pcer_024500-RA
11853486	Pcer_024501-RA
11872190	Pcer_024502-RA
11878893	Pcer_024503-RA
11903435	Pcer_024504-RA
11908291	Pcer_024505-RA
11909544	Pcer_024506-RA
11914697	Pcer_024507-RA
11928956	Pcer_024508-RA
11945447	Pcer_024509-RA
11957421	Pcer_097391-RA
11970982	Pcer_024510-RA
11975057	Pcer_024511-RA
11987320	Pcer_024512-RA
11990907	Pcer_024513-RA
11994317	Pcer_024514-RA
11997684	Pcer_024515-RA
12001710	Pcer_024516-RA
12003660	Pcer_024517-RA
12012545	Pcer_097392-RA
12012613	Pcer_097392-RB
12018554	Pcer_024518-RA
12021548	Pcer_024519-RA
12025280	Pcer_097393-RA
12031646	Pcer_024521-RA
12034052	Pcer_024522-RA
12034143	Pcer_024523-RA
12035309	Pcer_097394-RA
12041049	Pcer_024525-RA
12043025	Pcer_024526-RA
12048104	Pcer_097395-RA
12050605	Pcer_097396-RA
12065249	Pcer_024528-RA
12066813	Pcer_097397-RA
12077502	Pcer_024529-RA
12079435	Pcer_097398-RA
12082562	Pcer_024530-RA
12091201	Pcer_097399-RA
12106176	Pcer_097400-RA
12108898	Pcer_024533-RA
12111604	Pcer_024534-RA
12115242	Pcer_024535-RA
12118030	Pcer_024536-RA
12118030	Pcer_097401-RA
12139819	Pcer_024537-RA
12148803	Pcer_097402-RA
12153686	Pcer_024539-RA
12158301	Pcer_097403-RA
12165559	Pcer_097404-RA
12166519	Pcer_097405-RA
12170585	Pcer_024541-RA
12179717	Pcer_097406-RA
12186080	Pcer_024542-RA
12194475	Pcer_024543-RA
12199507	Pcer_024544-RA
12205728	Pcer_024545-RA
12231738	Pcer_097407-RA
12252619	Pcer_024546-RA
12263055	Pcer_024547-RA
12268269	Pcer_024548-RA
12288770	Pcer_024549-RA
12289999	Pcer_097408-RA
12293709	Pcer_024551-RA
12296035	Pcer_024552-RA
12303037	Pcer_024553-RA
12329530	Pcer_024554-RA
12342737	Pcer_097409-RA
12358264	Pcer_024556-RA
12363808	Pcer_024557-RA
12372198	Pcer_024558-RA
12382066	Pcer_097410-RA
12388403	Pcer_024560-RA
12393274	Pcer_097411-RA
12396686	Pcer_097412-RA
12398333	Pcer_024562-RA
12401565	Pcer_024563-RA
12404649	Pcer_024564-RA
12408453	Pcer_024565-RA
12424212	Pcer_024566-RA
12425645	Pcer_024567-RA
12427915	Pcer_024568-RA
12442394	Pcer_024569-RA
12453249	Pcer_024570-RA
12467845	Pcer_097413-RA
12468747	Pcer_024571-RA
12488560	Pcer_024572-RA
12492940	Pcer_097414-RA
12516308	Pcer_097415-RA
12521558	Pcer_024573-RA
12530753	Pcer_097416-RA
12533949	Pcer_024574-RA
12534221	Pcer_024575-RA
12536589	Pcer_097417-RA
12539150	Pcer_097418-RA
12541812	Pcer_097419-RA
12547751	Pcer_024577-RA
12550208	Pcer_024578-RA
12553139	Pcer_024579-RA
12556640	Pcer_097420-RA
12559929	Pcer_024580-RA
12563215	Pcer_097421-RA
12577161	Pcer_097422-RA
12583828	Pcer_024581-RA
12613398	Pcer_024582-RA
12617555	Pcer_024583-RA
12619953	Pcer_024584-RA
12625434	Pcer_024585-RA
12632665	Pcer_024586-RA
12639251	Pcer_024587-RA
12642398	Pcer_024588-RA
12648505	Pcer_024589-RA
12652430	Pcer_097423-RA
12657620	Pcer_024591-RA
12675815	Pcer_097424-RA
12683948	Pcer_024593-RA
12703044	Pcer_097425-RA
12713740	Pcer_024595-RA
12717061	Pcer_024596-RA
12723179	Pcer_024597-RA
12736570	Pcer_097426-RA
12739924	Pcer_024599-RA
12750831	Pcer_024600-RA
12759101	Pcer_024601-RA
12766234	Pcer_097427-RA
12777109	Pcer_024603-RA
12785697	Pcer_024604-RA
12789839	Pcer_024605-RA
12795325	Pcer_024606-RA
12802098	Pcer_024607-RA
12810593	Pcer_024608-RA
12813468	Pcer_097428-RA
12823879	Pcer_097429-RA
12831866	Pcer_024611-RA
12838439	Pcer_024612-RA
12848324	Pcer_024613-RA
12853472	Pcer_024614-RA
12859613	Pcer_024615-RA
12865305	Pcer_024616-RA
12870289	Pcer_024617-RA
12871707	Pcer_024618-RA
12875254	Pcer_024619-RA
12879786	Pcer_024620-RA
12890711	Pcer_097430-RA
12895478	Pcer_024622-RA
12898928	Pcer_024623-RA
12899717	Pcer_024624-RA
12901004	Pcer_024625-RA
12905177	Pcer_024626-RA
12910320	Pcer_097431-RA
12914175	Pcer_097432-RA
12941428	Pcer_024629-RA
12943903	Pcer_097433-RA
12955285	Pcer_024631-RA
12960600	Pcer_024632-RA
12967366	Pcer_024633-RA
12980840	Pcer_024634-RA
12985852	Pcer_097434-RA
12987565	Pcer_024635-RA
12992027	Pcer_024636-RA
13009201	Pcer_024637-RA
13032164	Pcer_024638-RA
13037524	Pcer_024639-RA
13043057	Pcer_097435-RA
13052900	Pcer_024641-RA
13057636	Pcer_024642-RA
13062183	Pcer_024643-RA
13068786	Pcer_024644-RA
13087354	Pcer_097436-RA
13097170	Pcer_024645-RA
13099446	Pcer_024646-RA
13102136	Pcer_097437-RA
13105664	Pcer_024648-RA
13119959	Pcer_024649-RA
13125954	Pcer_024650-RA
13136916	Pcer_024651-RA
13147205	Pcer_024652-RA
13176427	Pcer_097438-RA
13186487	Pcer_024653-RA
13188667	Pcer_024654-RA
13197078	Pcer_097439-RA
13219117	Pcer_024655-RA
13223427	Pcer_024656-RA
13236502	Pcer_024657-RA
13241694	Pcer_097440-RA
13244237	Pcer_024658-RA
13246697	Pcer_024659-RA
13256803	Pcer_024660-RA
13273628	Pcer_024661-RA
13277825	Pcer_024662-RA
13285968	Pcer_097441-RA
13298736	Pcer_024664-RA
13302394	Pcer_097442-RA
13304306	Pcer_097443-RA
13319896	Pcer_024665-RA
13327392	Pcer_097444-RA
13333788	Pcer_024667-RA
13343473	Pcer_024668-RA
13349078	Pcer_097445-RA
13354182	Pcer_024670-RA
13357820	Pcer_024671-RA
13368955	Pcer_024672-RA
13372854	Pcer_097446-RA
13403535	Pcer_097447-RA
13407068	Pcer_097448-RA
13412707	Pcer_024676-RA
13416060	Pcer_024677-RA
13427098	Pcer_024678-RA
13433521	Pcer_024679-RA
13438372	Pcer_097449-RA
13449774	Pcer_024680-RA
13454719	Pcer_024681-RA
13475671	Pcer_024682-RA
13482090	Pcer_024683-RA
13484766	Pcer_024684-RA
13487674	Pcer_097450-RA
13490717	Pcer_097451-RA
13492788	Pcer_024686-RA
13497616	Pcer_024687-RA
13505994	Pcer_097452-RA
13512041	Pcer_024689-RA
13513935	Pcer_097453-RA
13516124	Pcer_097454-RA
