chr	pos	cov
Pcer_chr3A__	2.475e+07	0.564136
Pcer_chr3A__	2.525e+07	2.43641
Pcer_chr3A__	2.575e+07	6.84124
Pcer_chr3A__	2.625e+07	1.49299
Pcer_chr3A__	2.675e+07	6.43412
Pcer_chr3A__	2.725e+07	4.83316
Pcer_chr3A__	2.775e+07	1.60092
Pcer_chr3A__	2.825e+07	17.7556
Pcer_chr3A__	2.875e+07	22.309
Pcer_chr3A__	2.925e+07	19.0465
Pcer_chr3B	250000	33.9946
Pcer_chr3B	750000	43.2274
Pcer_chr3B	1.25e+06	33.8378
Pcer_chr3B	1.75e+06	35.7746
Pcer_chr3B	2.25e+06	23.3144
Pcer_chr3B	2.75e+06	25.0572
Pcer_chr3B	3.25e+06	33.5004
Pcer_chr3B	3.75e+06	36.6101
Pcer_chr3B	4.25e+06	29.4455
Pcer_chr3B	4.75e+06	16.7889
Pcer_chr3B	5.25e+06	28.1258
Pcer_chr3B	5.75e+06	28.6657
Pcer_chr3B	6.25e+06	36.4618
Pcer_chr3B	6.75e+06	34.1232
Pcer_chr3B	7.25e+06	26.2358
Pcer_chr3B	7.75e+06	28.8974
Pcer_chr3B	8.25e+06	26.8588
Pcer_chr3B	8.75e+06	23.0707
Pcer_chr3B	9.25e+06	33.6162
Pcer_chr3B	9.75e+06	27.8933
Pcer_chr3B	1.025e+07	27.8761
Pcer_chr3B	1.075e+07	28.8601
Pcer_chr3B	1.125e+07	28.9398
Pcer_chr3B	1.175e+07	31.1214
Pcer_chr3B	1.225e+07	37.0542
Pcer_chr3B	1.275e+07	44.6772
Pcer_chr3B	1.325e+07	33.91
Pcer_chr3B	1.375e+07	27.5022
Pcer_chr3B	1.425e+07	23.5853
Pcer_chr3B	1.475e+07	31.5421
Pcer_chr3B	1.525e+07	34.0382
Pcer_chr3B	1.575e+07	20.1374
Pcer_chr3B	1.625e+07	30.8973
Pcer_chr3B	1.675e+07	26.0455
Pcer_chr3B	1.725e+07	28.6312
Pcer_chr3B	1.775e+07	26.3175
Pcer_chr3B	1.825e+07	18.8295
Pcer_chr3B	1.875e+07	26.4315
Pcer_chr3B	1.925e+07	34.8486
Pcer_chr3B	1.975e+07	33.7299
Pcer_chr3B	2.025e+07	35.0603
Pcer_chr3B	2.075e+07	34.9486
Pcer_chr3B	2.125e+07	35.668
Pcer_chr3B	2.175e+07	30.597
Pcer_chr3B	2.225e+07	28.0247
Pcer_chr3B	2.275e+07	34.2915
Pcer_chr3B	2.325e+07	32.2759
Pcer_chr3B	2.375e+07	31.1269
Pcer_chr3B	2.425e+07	29.7628
Pcer_chr3B	2.475e+07	25.2757
Pcer_chr3B	2.525e+07	32.6881
Pcer_chr3B	2.575e+07	28.608
Pcer_chr3B	2.625e+07	39.1996
Pcer_chr3B	2.675e+07	33.7262
Pcer_chr3B	2.725e+07	20.3936
Pcer_chr3B	2.775e+07	16.431
Pcer_chr3B	2.825e+07	34.6968
Pcer_chr4A	250000	27.0472
Pcer_chr4A	750000	19.9362
Pcer_chr4A	1.25e+06	23.3821
Pcer_chr4A	1.75e+06	15.8323
Pcer_chr4A	2.25e+06	18.9151
Pcer_chr4A	2.75e+06	18.7987
Pcer_chr4A	3.25e+06	17.7086
Pcer_chr4A	3.75e+06	24.362
Pcer_chr4A	4.25e+06	15.584
Pcer_chr4A	4.75e+06	18.5857
Pcer_chr4A	5.25e+06	7.06085
Pcer_chr4A	5.75e+06	2.2294
Pcer_chr4A	6.25e+06	14.203
Pcer_chr4A	6.75e+06	23.6486
Pcer_chr4A	7.25e+06	31.5771
Pcer_chr4A	7.75e+06	32.7366
Pcer_chr4A	8.25e+06	34.0793
Pcer_chr4A	8.75e+06	24.5679
Pcer_chr4A	9.25e+06	33.6871
Pcer_chr4A	9.75e+06	38.2542
Pcer_chr4A	1.025e+07	30.9747
Pcer_chr4A	1.075e+07	31.6263
Pcer_chr4A	1.125e+07	29.9495
Pcer_chr4A	1.175e+07	34.7155
Pcer_chr4A	1.225e+07	35.9616
Pcer_chr4A	1.275e+07	41.3176
Pcer_chr4A	1.325e+07	46.063
Pcer_chr4A	1.375e+07	52.454
Pcer_chr4A	1.425e+07	38.8261
Pcer_chr4A	1.475e+07	47.8507
Pcer_chr4A	1.525e+07	44.969
Pcer_chr4A	1.575e+07	40.0383
Pcer_chr4A	1.625e+07	43.0449
Pcer_chr4A	1.675e+07	44.9513
Pcer_chr4A	1.725e+07	43.5864
Pcer_chr4A	1.775e+07	48.1044
Pcer_chr4A	1.825e+07	33.177
Pcer_chr4A	1.875e+07	22.4744
Pcer_chr4A	1.925e+07	39.0629
Pcer_chr4A	1.975e+07	48.5896
Pcer_chr4A	2.025e+07	45.084
Pcer_chr4A	2.075e+07	47.4453
Pcer_chr4A	2.125e+07	47.146
Pcer_chr4A	2.175e+07	47.9679
Pcer_chr4A	2.225e+07	45.748
Pcer_chr4A	2.275e+07	48.9308
Pcer_chr4A	2.325e+07	52.3652
Pcer_chr4A	2.375e+07	52.9118
Pcer_chr4A	2.425e+07	53.1661
Pcer_chr4A	2.475e+07	43.1877
Pcer_chr4A	2.525e+07	48.793
Pcer_chr4A	2.575e+07	47.4159
Pcer_chr4A	2.625e+07	52.5658
Pcer_chr4A	2.675e+07	51.4212
Pcer_chr4A	2.725e+07	68.5217
Pcer_chr4A	2.775e+07	52.6378
Pcer_chr4A	2.825e+07	51.893
Pcer_chr4A	2.875e+07	51.7827
Pcer_chr4A	2.925e+07	51.199
Pcer_chr4A	2.975e+07	55.1293
Pcer_chr4A	3.025e+07	47.4403
Pcer_chr4A	3.075e+07	37.0228
Pcer_chr4A__	250000	18.0054
Pcer_chr4A__	750000	18.0866
Pcer_chr4A__	1.25e+06	18.3906
Pcer_chr4A__	1.75e+06	18.8609
Pcer_chr4A__	2.25e+06	18.1998
Pcer_chr4A__	2.75e+06	18.1155
Pcer_chr4A__	3.25e+06	16.3982
Pcer_chr4A__	3.75e+06	18.3872
Pcer_chr4A__	4.25e+06	22.552
Pcer_chr4A__	4.75e+06	19.6506
Pcer_chr4A__	5.25e+06	21.3402
Pcer_chr4A__	5.75e+06	21.2723
Pcer_chr4A__	6.25e+06	18.698
Pcer_chr4A__	6.75e+06	13.1781
Pcer_chr4A__	7.25e+06	17.405
Pcer_chr4A__	7.75e+06	15.4389
Pcer_chr4A__	8.25e+06	16.5789
Pcer_chr4A__	8.75e+06	15.3289
Pcer_chr4A__	9.25e+06	13.4951
Pcer_chr4A__	9.75e+06	14.9963
Pcer_chr4A__	1.025e+07	18.6428
Pcer_chr4A__	1.075e+07	18.1071
Pcer_chr4A__	1.125e+07	19.2155
Pcer_chr4A__	1.175e+07	16.3135
Pcer_chr4A__	1.225e+07	18.1331
Pcer_chr4A__	1.275e+07	15.9714
Pcer_chr4A__	1.325e+07	3.50682
Pcer_chr4A__	1.375e+07	2.24163
Pcer_chr4A__	1.425e+07	1.06632
Pcer_chr4A__	1.475e+07	1.66546
Pcer_chr4A__	1.525e+07	1.4258
Pcer_chr4A__	1.575e+07	0.685996
Pcer_chr4A__	1.625e+07	1.0002
Pcer_chr4A__	1.675e+07	1.8733
Pcer_chr4A__	1.725e+07	0.733728
Pcer_chr4A__	1.775e+07	5.43941
Pcer_chr4A__	1.825e+07	1.05386
Pcer_chr4A__	1.875e+07	3.36689
Pcer_chr4A__	1.925e+07	0.381838
Pcer_chr4A__	1.975e+07	2.42962
Pcer_chr4A__	2.025e+07	1.24856
Pcer_chr4A__	2.075e+07	0.871178
Pcer_chr4A__	2.125e+07	2.16858
Pcer_chr4A__	2.175e+07	0.56527
Pcer_chr4A__	2.225e+07	1.10536
Pcer_chr4A__	2.275e+07	0.551772
Pcer_chr4A__	2.325e+07	1.18367
Pcer_chr4A__	2.375e+07	0.999006
Pcer_chr4A__	2.425e+07	1.02075
Pcer_chr4A__	2.475e+07	0.9375
Pcer_chr4A__	2.525e+07	2.88692
Pcer_chr4A__	2.575e+07	1.09236
Pcer_chr4A__	2.625e+07	1.09331
Pcer_chr4A__	2.675e+07	12.0534
Pcer_chr4A__	2.725e+07	1.65008
Pcer_chr4A__	2.775e+07	1.08325
Pcer_chr4A__	2.825e+07	0.70552
Pcer_chr4A__	2.875e+07	0.450996
Pcer_chr4A__	2.925e+07	2.88815
Pcer_chr4A__	2.975e+07	0.760556
Pcer_chr4A__	3.025e+07	0.895782
Pcer_chr4A__	3.075e+07	1.56953
Pcer_chr4A__	3.125e+07	19.5511
Pcer_chr4B	250000	35.7491
Pcer_chr4B	750000	38.5136
Pcer_chr4B	1.25e+06	29.4707
Pcer_chr4B	1.75e+06	33.0682
Pcer_chr4B	2.25e+06	38.7166
Pcer_chr4B	2.75e+06	37.7086
Pcer_chr4B	3.25e+06	26.4791
Pcer_chr4B	3.75e+06	24.2342
Pcer_chr4B	4.25e+06	26.248
Pcer_chr4B	4.75e+06	34.3618
Pcer_chr4B	5.25e+06	30.0604
Pcer_chr4B	5.75e+06	24.5118
Pcer_chr4B	6.25e+06	40.561
Pcer_chr4B	6.75e+06	14.2861
Pcer_chr4B	7.25e+06	23.7605
Pcer_chr4B	7.75e+06	11.2734
Pcer_chr4B	8.25e+06	16.0438
Pcer_chr4B	8.75e+06	15.1112
Pcer_chr4B	9.25e+06	13.569
Pcer_chr4B	9.75e+06	17.9278
Pcer_chr4B	1.025e+07	16.3116
Pcer_chr4B	1.075e+07	16.541
Pcer_chr4B	1.125e+07	18.2394
Pcer_chr4B	1.175e+07	15.7344
Pcer_chr4B	1.225e+07	14.521
Pcer_chr4B	1.275e+07	18.8903
Pcer_chr4B	1.325e+07	14.4914
Pcer_chr4B	1.375e+07	23.2595
Pcer_chr4B	1.425e+07	18.6304
Pcer_chr4B	1.475e+07	19.0159
Pcer_chr4B	1.525e+07	18.3535
Pcer_chr4B	1.575e+07	17.4245
Pcer_chr4B	1.625e+07	18.5199
Pcer_chr4B	1.675e+07	32.8223
Pcer_chr4B	1.725e+07	20.7532
Pcer_chr4B	1.775e+07	29.6912
Pcer_chr4B	1.825e+07	16.8227
Pcer_chr4B	1.875e+07	16.6164
Pcer_chr4B	1.925e+07	20.6975
Pcer_chr4B	1.975e+07	20.3939
Pcer_chr4B	2.025e+07	15.5043
Pcer_chr4B	2.075e+07	17.0274
Pcer_chr4B	2.125e+07	20.3113
Pcer_chr4B	2.175e+07	17.4233
Pcer_chr4B	2.225e+07	29.48
Pcer_chr4B	2.275e+07	17.619
Pcer_chr4B	2.325e+07	17.3014
Pcer_chr4B	2.375e+07	15.3617
Pcer_chr4B	2.425e+07	18.6873
Pcer_chr4B	2.475e+07	27.4368
Pcer_chr4B	2.525e+07	15.3538
Pcer_chr4B	2.575e+07	78.3371
Pcer_chr4B	2.625e+07	23.8079
Pcer_chr5A	250000	23.2821
Pcer_chr5A	750000	21.1691
Pcer_chr5A	1.25e+06	25.8937
Pcer_chr5A	1.75e+06	18.6613
Pcer_chr5A	2.25e+06	20.1357
Pcer_chr5A	2.75e+06	16.5613
Pcer_chr5A	3.25e+06	28.0758
Pcer_chr5A	3.75e+06	17.7455
Pcer_chr5A	4.25e+06	33.0437
Pcer_chr5A	4.75e+06	16.8227
Pcer_chr5A	5.25e+06	25.3401
Pcer_chr5A	5.75e+06	18.102
Pcer_chr5A	6.25e+06	18.1754
Pcer_chr5A	6.75e+06	19.8647
Pcer_chr5A	7.25e+06	15.2396
Pcer_chr5A	7.75e+06	17.6765
Pcer_chr5A	8.25e+06	17.2199
Pcer_chr5A	8.75e+06	17.5083
Pcer_chr5A	9.25e+06	19.709
Pcer_chr5A	9.75e+06	12.1563
Pcer_chr5A	1.025e+07	18.3894
Pcer_chr5A	1.075e+07	13.512
Pcer_chr5A	1.125e+07	18.8818
Pcer_chr5A	1.175e+07	20.6126
Pcer_chr5A	1.225e+07	17.2883
Pcer_chr5A	1.275e+07	16.7442
Pcer_chr5A	1.325e+07	17.4431
Pcer_chr5A	1.375e+07	22.2503
Pcer_chr5A	1.425e+07	18.7083
Pcer_chr5A	1.475e+07	18.4119
Pcer_chr5A	1.525e+07	18.2178
Pcer_chr5A	1.575e+07	20.2206
Pcer_chr5A	1.625e+07	17.7839
Pcer_chr5A	1.675e+07	16.037
Pcer_chr5A	1.725e+07	27.634
Pcer_chr5A	1.775e+07	35.6349
Pcer_chr5A	1.825e+07	38.7244
Pcer_chr5A	1.875e+07	33.1149
Pcer_chr5A	1.925e+07	37.2755
Pcer_chr5A	1.975e+07	34.0652
Pcer_chr5A	2.025e+07	33.298
Pcer_chr5A	2.075e+07	35.2733
Pcer_chr5A	2.125e+07	35.4162
Pcer_chr5A	2.175e+07	37.3018
Pcer_chr5A	2.225e+07	33.6162
Pcer_chr5A	2.275e+07	128.822
Pcer_chr5A	2.325e+07	35.5147
Pcer_chr5A	2.375e+07	39.4385
Pcer_chr5A	2.425e+07	31.4647
Pcer_chr5A	2.475e+07	35.257
Pcer_chr5A	2.525e+07	18.7831
Pcer_chr5A__	250000	54.8323
Pcer_chr5A__	750000	20.3618
Pcer_chr5A__	1.25e+06	18.6617
Pcer_chr5A__	1.75e+06	20.0104
Pcer_chr5A__	2.25e+06	18.016
Pcer_chr5A__	2.75e+06	17.8749
Pcer_chr5A__	3.25e+06	18.4594
Pcer_chr5A__	3.75e+06	23.7412
Pcer_chr5A__	4.25e+06	18.2176
Pcer_chr5A__	4.75e+06	17.0171
Pcer_chr5A__	5.25e+06	17.3511
Pcer_chr5A__	5.75e+06	17.4488
Pcer_chr5A__	6.25e+06	18.4131
Pcer_chr5A__	6.75e+06	16.0263
Pcer_chr5A__	7.25e+06	42.2754
Pcer_chr5A__	7.75e+06	17.3346
Pcer_chr5A__	8.25e+06	19.3705
Pcer_chr5A__	8.75e+06	19.4611
Pcer_chr5A__	9.25e+06	19.6178
Pcer_chr5A__	9.75e+06	17.6923
Pcer_chr5A__	1.025e+07	17.9398
Pcer_chr5A__	1.075e+07	19.8498
Pcer_chr5A__	1.125e+07	18.9785
Pcer_chr5A__	1.175e+07	21.5328
Pcer_chr5A__	1.225e+07	17.3392
Pcer_chr5A__	1.275e+07	19.5208
Pcer_chr5A__	1.325e+07	19.4159
Pcer_chr5A__	1.375e+07	20.4518
Pcer_chr5A__	1.425e+07	19.05
Pcer_chr5A__	1.475e+07	18.7636
Pcer_chr5A__	1.525e+07	20.1861
Pcer_chr5A__	1.575e+07	18.6668
Pcer_chr5A__	1.625e+07	21.4227
Pcer_chr5A__	1.675e+07	23.82
Pcer_chr5A__	1.725e+07	16.6688
Pcer_chr5A__	1.775e+07	0.741268
Pcer_chr5A__	1.825e+07	0.577428
Pcer_chr5A__	1.875e+07	0.307744
Pcer_chr5A__	1.925e+07	0.97888
Pcer_chr5A__	1.975e+07	1.8692
Pcer_chr5A__	2.025e+07	0.948564
Pcer_chr5A__	2.075e+07	0.755184
Pcer_chr5A__	2.125e+07	2.68784
Pcer_chr5A__	2.175e+07	0.266428
Pcer_chr5A__	2.225e+07	0.373304
Pcer_chr5A__	2.275e+07	0.247786
Pcer_chr5A__	2.325e+07	0.48049
Pcer_chr5A__	2.375e+07	1.35896
Pcer_chr5A__	2.425e+07	17.6845
Pcer_chr5B	250000	39.5257
Pcer_chr5B	750000	36.378
Pcer_chr5B	1.25e+06	35.0448
Pcer_chr5B	1.75e+06	36.735
Pcer_chr5B	2.25e+06	32.4935
Pcer_chr5B	2.75e+06	29.8696
Pcer_chr5B	3.25e+06	31.2576
Pcer_chr5B	3.75e+06	32.0991
Pcer_chr5B	4.25e+06	33.0566
Pcer_chr5B	4.75e+06	32.1467
Pcer_chr5B	5.25e+06	21.6347
Pcer_chr5B	5.75e+06	34.6522
Pcer_chr5B	6.25e+06	90.6902
Pcer_chr5B	6.75e+06	33.7541
Pcer_chr5B	7.25e+06	42.6062
Pcer_chr5B	7.75e+06	35.157
Pcer_chr5B	8.25e+06	32.0682
Pcer_chr5B	8.75e+06	30.2566
Pcer_chr5B	9.25e+06	33.9916
Pcer_chr5B	9.75e+06	32.4796
Pcer_chr5B	1.025e+07	33.9373
Pcer_chr5B	1.075e+07	26.1838
Pcer_chr5B	1.125e+07	34.9506
Pcer_chr5B	1.175e+07	31.1392
Pcer_chr5B	1.225e+07	30.2732
Pcer_chr5B	1.275e+07	36.4267
Pcer_chr5B	1.325e+07	36.6543
Pcer_chr5B	1.375e+07	34.4263
Pcer_chr5B	1.425e+07	36.6
Pcer_chr5B	1.475e+07	36.1703
Pcer_chr5B	1.525e+07	36.8481
Pcer_chr5B	1.575e+07	30.7568
Pcer_chr5B	1.625e+07	36.3913
Pcer_chr5B	1.675e+07	37.62
Pcer_chr5B	1.725e+07	38.8168
Pcer_chr5B	1.775e+07	35.8924
Pcer_chr5B	1.825e+07	37.8008
Pcer_chr5B	1.875e+07	35.1198
Pcer_chr5B	1.925e+07	34.9217
Pcer_chr5B	1.975e+07	37.5898
Pcer_chr5B	2.025e+07	29.3912
Pcer_chr5B	2.075e+07	39.0802
Pcer_chr6A	250000	17.9138
Pcer_chr6A	750000	18.4949
Pcer_chr6A	1.25e+06	15.4072
Pcer_chr6A	1.75e+06	16.9133
Pcer_chr6A	2.25e+06	17.3583
Pcer_chr6A	2.75e+06	24.7158
Pcer_chr6A	3.25e+06	19.1669
Pcer_chr6A	3.75e+06	16.6863
Pcer_chr6A	4.25e+06	17.7978
Pcer_chr6A	4.75e+06	42.5373
Pcer_chr6A	5.25e+06	32.1345
Pcer_chr6A	5.75e+06	34.3958
Pcer_chr6A	6.25e+06	34.437
Pcer_chr6A	6.75e+06	31.6067
Pcer_chr6A	7.25e+06	36.5925
Pcer_chr6A	7.75e+06	36.9237
Pcer_chr6A	8.25e+06	40.141
Pcer_chr6A	8.75e+06	37.204
Pcer_chr6A	9.25e+06	34.1973
Pcer_chr6A	9.75e+06	34.9099
Pcer_chr6A	1.025e+07	31.9422
Pcer_chr6A	1.075e+07	20.9841
Pcer_chr6A	1.125e+07	34.7068
Pcer_chr6A	1.175e+07	33.4574
Pcer_chr6A	1.225e+07	35.7329
Pcer_chr6A	1.275e+07	21.2901
Pcer_chr6A	1.325e+07	20.6647
Pcer_chr6A	1.375e+07	27.4303
Pcer_chr6A	1.425e+07	33.4691
Pcer_chr6A	1.475e+07	32.8724
Pcer_chr6A	1.525e+07	34.7047
Pcer_chr6A	1.575e+07	34.9594
Pcer_chr6A	1.625e+07	29.5799
Pcer_chr6A	1.675e+07	22.7485
Pcer_chr6A	1.725e+07	25.3875
Pcer_chr6A	1.775e+07	22.0427
Pcer_chr6A	1.825e+07	17.541
Pcer_chr6A	1.875e+07	20.2247
Pcer_chr6A	1.925e+07	31.9652
Pcer_chr6A	1.975e+07	32.782
Pcer_chr6A	2.025e+07	33.8269
Pcer_chr6A	2.075e+07	35.4901
Pcer_chr6A	2.125e+07	24.8569
Pcer_chr6A	2.175e+07	19.5816
Pcer_chr6A	2.225e+07	18.4098
Pcer_chr6A	2.275e+07	34.0653
Pcer_chr6A	2.325e+07	19.1859
Pcer_chr6A	2.375e+07	17.4035
Pcer_chr6A	2.425e+07	21.374
Pcer_chr6A	2.475e+07	22.7336
Pcer_chr6A	2.525e+07	18.3926
Pcer_chr6A	2.575e+07	20.0951
Pcer_chr6A	2.625e+07	19.3905
Pcer_chr6A	2.675e+07	19.7273
Pcer_chr6A	2.725e+07	19.1048
Pcer_chr6A	2.775e+07	18.4511
Pcer_chr6A	2.825e+07	17.6196
Pcer_chr6A	2.875e+07	18.1694
Pcer_chr6A	2.925e+07	18.5433
Pcer_chr6A	2.975e+07	20.2846
Pcer_chr6A	3.025e+07	18.9553
Pcer_chr6A	3.075e+07	20.3302
Pcer_chr6A	3.125e+07	17.2552
Pcer_chr6A	3.175e+07	19.0889
Pcer_chr6A	3.225e+07	21.1505
Pcer_chr6A	3.275e+07	20.3399
Pcer_chr6A	3.325e+07	19.5361
Pcer_chr6A	3.375e+07	19.8191
Pcer_chr6A	3.425e+07	19.2085
Pcer_chr6A	3.475e+07	19.6266
Pcer_chr6A__	250000	19.1631
Pcer_chr6A__	750000	17.565
Pcer_chr6A__	1.25e+06	18.1326
Pcer_chr6A__	1.75e+06	18.2531
Pcer_chr6A__	2.25e+06	18.5428
Pcer_chr6A__	2.75e+06	22.9993
Pcer_chr6A__	3.25e+06	19.1478
Pcer_chr6A__	3.75e+06	18.8664
Pcer_chr6A__	4.25e+06	18.5096
Pcer_chr6A__	4.75e+06	4.09866
Pcer_chr6A__	5.25e+06	1.8593
Pcer_chr6A__	5.75e+06	4.7457
Pcer_chr6A__	6.25e+06	1.72656
Pcer_chr6A__	6.75e+06	1.20875
Pcer_chr6A__	7.25e+06	1.63704
Pcer_chr6A__	7.75e+06	1.05972
Pcer_chr6A__	8.25e+06	0.60329
Pcer_chr6A__	8.75e+06	1.95227
Pcer_chr6A__	9.25e+06	2.54233
Pcer_chr6A__	9.75e+06	1.50175
Pcer_chr6A__	1.025e+07	0.701488
Pcer_chr6A__	1.075e+07	1.4814
Pcer_chr6A__	1.125e+07	1.04694
Pcer_chr6A__	1.175e+07	1.89319
Pcer_chr6A__	1.225e+07	0.577422
Pcer_chr6A__	1.275e+07	3.44658
Pcer_chr6A__	1.325e+07	1.1676
Pcer_chr6A__	1.375e+07	0.461986
Pcer_chr6A__	1.425e+07	1.76467
Pcer_chr6A__	1.475e+07	0.517614
Pcer_chr6A__	1.525e+07	1.25462
Pcer_chr6A__	1.575e+07	0.924844
Pcer_chr6A__	1.625e+07	1.87462
Pcer_chr6A__	1.675e+07	3.38112
Pcer_chr6A__	1.725e+07	4.27919
Pcer_chr6A__	1.775e+07	3.26828
Pcer_chr6A__	1.825e+07	1.08502
Pcer_chr6A__	1.875e+07	2.15954
Pcer_chr6A__	1.925e+07	2.40008
Pcer_chr6A__	1.975e+07	0.869268
Pcer_chr6A__	2.025e+07	1.6396
Pcer_chr6A__	2.075e+07	1.36436
Pcer_chr6A__	2.125e+07	14.2976
Pcer_chr6A__	2.175e+07	21.8344
Pcer_chr6A__	2.225e+07	18.1922
Pcer_chr6A__	2.275e+07	16.4773
Pcer_chr6A__	2.325e+07	15.8921
Pcer_chr6A__	2.375e+07	18.6392
Pcer_chr6A__	2.425e+07	16.2641
Pcer_chr6A__	2.475e+07	20.8027
Pcer_chr6A__	2.525e+07	18.2645
Pcer_chr6A__	2.575e+07	17.0318
Pcer_chr6A__	2.625e+07	18.0856
Pcer_chr6A__	2.675e+07	16.5593
Pcer_chr6A__	2.725e+07	14.5251
Pcer_chr6A__	2.775e+07	15.7458
Pcer_chr6A__	2.825e+07	16.5399
Pcer_chr6A__	2.875e+07	18.1807
Pcer_chr6A__	2.925e+07	16.8185
Pcer_chr6A__	2.975e+07	14.4319
Pcer_chr6A__	3.025e+07	17.7736
Pcer_chr6A__	3.075e+07	18.7147
Pcer_chr6A__	3.125e+07	18.2526
Pcer_chr6A__	3.175e+07	17.8864
Pcer_chr6A__	3.225e+07	20.3626
Pcer_chr6A__	3.275e+07	17.1165
Pcer_chr6A__	3.325e+07	18.5302
Pcer_chr6A__	3.375e+07	17.4056
Pcer_chr6A__	3.425e+07	19.2846
Pcer_chr6B	250000	13.8314
Pcer_chr6B	750000	27.9392
Pcer_chr6B	1.25e+06	37.6828
Pcer_chr6B	1.75e+06	33.8976
Pcer_chr6B	2.25e+06	33.1851
Pcer_chr6B	2.75e+06	22.682
Pcer_chr6B	3.25e+06	34.4566
Pcer_chr6B	3.75e+06	38.5681
Pcer_chr6B	4.25e+06	34.7395
Pcer_chr6B	4.75e+06	35.8905
Pcer_chr6B	5.25e+06	37.7866
Pcer_chr6B	5.75e+06	34.8075
Pcer_chr6B	6.25e+06	34.5608
Pcer_chr6B	6.75e+06	33.4771
Pcer_chr6B	7.25e+06	36.9155
Pcer_chr6B	7.75e+06	34.9787
Pcer_chr6B	8.25e+06	34.7709
Pcer_chr6B	8.75e+06	34.4733
Pcer_chr6B	9.25e+06	32.803
Pcer_chr6B	9.75e+06	34.2495
Pcer_chr6B	1.025e+07	30.8255
Pcer_chr6B	1.075e+07	37.0023
Pcer_chr6B	1.125e+07	28.6446
Pcer_chr6B	1.175e+07	23.96
Pcer_chr6B	1.225e+07	23.4236
Pcer_chr6B	1.275e+07	51.3978
Pcer_chr6B	1.325e+07	32.2317
Pcer_chr6B	1.375e+07	33.2788
Pcer_chr6B	1.425e+07	28.5821
Pcer_chr6B	1.475e+07	32.1825
Pcer_chr6B	1.525e+07	27.615
Pcer_chr6B	1.575e+07	31.8813
Pcer_chr6B	1.625e+07	28.3546
Pcer_chr6B	1.675e+07	35.5135
Pcer_chr6B	1.725e+07	53.7494
Pcer_chr6B	1.775e+07	44.3902
Pcer_chr6B	1.825e+07	49.5257
Pcer_chr6B	1.875e+07	30.9028
Pcer_chr6B	1.925e+07	30.6466
Pcer_chr6B	1.975e+07	32.6154
Pcer_chr6B	2.025e+07	30.853
Pcer_chr6B	2.075e+07	26.785
Pcer_chr6B	2.125e+07	21.4008
Pcer_chr6B	2.175e+07	28.9109
Pcer_chr6B	2.225e+07	30.1733
Pcer_chr6B	2.275e+07	23.2007
Pcer_chr6B	2.325e+07	30.519
Pcer_chr6B	2.375e+07	30.0439
Pcer_chr6B	2.425e+07	34.5672
Pcer_chr6B	2.475e+07	33.8553
Pcer_chr6B	2.525e+07	33.0452
Pcer_chr6B	2.575e+07	35.8594
Pcer_chr6B	2.625e+07	38.7896
Pcer_chr6B	2.675e+07	32.1777
Pcer_chr6B	2.725e+07	34.1516
Pcer_chr6B	2.775e+07	36.3851
Pcer_chr6B	2.825e+07	32.5581
Pcer_chr6B	2.875e+07	33.1669
Pcer_chr6B	2.925e+07	21.953
Pcer_chr6B	2.975e+07	42.0796
Pcer_chr6B	3.025e+07	36.7021
Pcer_chr6B	3.075e+07	34.5887
Pcer_chr6B	3.125e+07	31.7577
Pcer_chr6B	3.175e+07	33.7377
Pcer_chr6B	3.225e+07	36.824
Pcer_chr6B	3.275e+07	37.3043
Pcer_chr6B	3.325e+07	35.8865
Pcer_chr6B	3.375e+07	36.3253
Pcer_chr7A	250000	40.0501
Pcer_chr7A	750000	35.4081
Pcer_chr7A	1.25e+06	31.2119
Pcer_chr7A	1.75e+06	33.6735
Pcer_chr7A	2.25e+06	32.0379
Pcer_chr7A	2.75e+06	29.2606
Pcer_chr7A	3.25e+06	36.3395
Pcer_chr7A	3.75e+06	35.1212
Pcer_chr7A	4.25e+06	34.6264
Pcer_chr7A	4.75e+06	36.2985
Pcer_chr7A	5.25e+06	34.4677
Pcer_chr7A	5.75e+06	31.4543
Pcer_chr7A	6.25e+06	28.3265
Pcer_chr7A	6.75e+06	34.2651
Pcer_chr7A	7.25e+06	34.3546
Pcer_chr7A	7.75e+06	33.112
Pcer_chr7A	8.25e+06	34.8344
Pcer_chr7A	8.75e+06	36.152
Pcer_chr7A	9.25e+06	34.8144
Pcer_chr7A	9.75e+06	33.9552
Pcer_chr7A	1.025e+07	35.7359
Pcer_chr7A	1.075e+07	30.6577
Pcer_chr7A	1.125e+07	34.9458
Pcer_chr7A	1.175e+07	35.2462
Pcer_chr7A	1.225e+07	32.507
Pcer_chr7A	1.275e+07	29.6871
Pcer_chr7A	1.325e+07	31.0982
Pcer_chr7A	1.375e+07	36.2827
Pcer_chr7A	1.425e+07	31.0053
Pcer_chr7A	1.475e+07	32.7342
Pcer_chr7A	1.525e+07	35.3346
Pcer_chr7A	1.575e+07	32.269
Pcer_chr7A	1.625e+07	34.139
Pcer_chr7A	1.675e+07	41.5582
Pcer_chr7A	1.725e+07	29.2983
Pcer_chr7A	1.775e+07	37.0169
Pcer_chr7A	1.825e+07	34.1135
Pcer_chr7A	1.875e+07	31.2227
Pcer_chr7A	1.925e+07	33.4692
Pcer_chr7A	1.975e+07	31.4243
